comment,desc,title
4.9分/5条点评,整套出租/1室1厅/1张床/宜住2人,太原迎泽西大街奥林匹克花有电脑可上网拎包入住
0条点评,整套出租/1室0厅/1张床/宜住2人,【橙途】近下元理工大欧系温馨公寓式一居室
0条点评,整套出租/1室1厅/1张床/宜住2人,思寓公寓 loft大床房 南站飞机场大医院
1条点评,整套出租/2室1厅/2张床/宜住4人,长治路奥林花园智能门锁温馨两居室，近亲贤街长
1条点评,整套出租/1室1厅/1张床/宜住2人,欧洲印象一室一厅
3条点评,整套出租/1室0厅/2张床/宜住3人,热带雨林ins浪漫温馨大窗房 下元繁华商业区
3条点评,整套出租/1室1厅/1张床/宜住2人,温馨舒适并州北路省人民医院附近大床房
1条点评,整套出租/1室1厅/1张床/宜住2人,太原北美N1【以家】南站机场1室1厅清爽套房
3条点评,独立单间/1张床/宜住2人,滨河东路观景北欧大床民宿2号
2条点评,整套出租/1室1厅/1张床/宜住2人,北美N1 蜗牛公寓，临近N1商场，山大，财大
1条点评,整套出租/1室0厅/1张床/宜住2人,长风街北美新天地 市景开放式大床房
0条点评,整套出租/2室1厅/2张床/宜住4人,"山西肿瘤医院附近温馨
二居室/近火车站柳巷"
3条点评,整套出租/1室1厅/1张床/宜住2人,北美N1 蜗牛公寓，临近N1商场，山大，财大
4.2分/4条点评,整套出租/2室1厅/2张床/宜住4人,【橙途】柳巷/铜锣湾带阳台复式温馨两居
3条点评,独立单间/1张床/宜住2人,山大一院山西医科大学 迎泽公园迎泽大街民宿
0条点评,整套出租/1室0厅/1张床/宜住2人,近N1【顺牛＆民宿】【欧风】豪华欧式独居室
5分/4条点评,独立单间/1张床/宜住2人,科技大学新西客站万柏林实验中学西环兴华街民宿
0条点评,整套出租/2室1厅/2张床/宜住4人,《时光民宿》富力现代万科蓝山旁 休闲花语两居
0条点评,整套出租/1室0厅/1张床/宜住2人,缘小舍 •『悬空home』ins风/智能投影
0条点评,整套出租/1室0厅/1张床/宜住2人,波西米亚房120寸投影大床独立厨卫洗衣做饭
0条点评,整套出租/2室1厅/1张床/宜住4人,北美N1【以家】南站机场1室1厅名古屋套房
0条点评,整套出租/2室1厅/2张床/宜住4人,高层阳光充沛的俩室大床房，高配电脑开黑盘他！
1条点评,整套出租/1室0厅/1张床/宜住2人,优家house国际公寓阳光恋人大床房
